;node;;stochastic_scenario;value;2000-01-02T00:00:00
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-EGY;from_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-EGY;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-EGY;to_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-EGY;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-NGA;from_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-NGA;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-NGA;to_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-NGA;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-SEN;from_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-SEN;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-SEN;to_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-SEN;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-TZA;from_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-TZA;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-TZA;to_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-TZA;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-ZAF;from_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-ZAF;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-ZAF;to_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AF-ZAF;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-BGD;from_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-BGD;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-BGD;to_node;h2_terminal_AS-BGD;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-BGD;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-CHN-SH;from_node;h2_terminal_AS-CHN-SH;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-CHN-SH;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-CHN-SH;to_node;h2_terminal_AS-CHN-SH;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-CHN-SH;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-IDN;from_node;h2_terminal_AS-IDN;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-IDN;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-IDN;to_node;h2_terminal_AS-IDN;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-IDN;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-IND-WE;from_node;h2_terminal_AS-IND-WE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-IND-WE;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-IND-WE;to_node;h2_terminal_AS-IND-WE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-IND-WE;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-JPN-TO;from_node;h2_terminal_AS-JPN-TO;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-JPN-TO;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-JPN-TO;to_node;h2_terminal_AS-JPN-TO;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-JPN-TO;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-QAT;from_node;h2_terminal_AS-QAT;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-QAT;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-QAT;to_node;h2_terminal_AS-QAT;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-QAT;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-SGP;from_node;h2_terminal_AS-SGP;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-SGP;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-SGP;to_node;h2_terminal_AS-SGP;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-SGP;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-VNM;from_node;h2_terminal_AS-VNM;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-VNM;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-VNM;to_node;h2_terminal_AS-VNM;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_AS-VNM;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_EU-GBR;from_node;h2_terminal_EU-GBR;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_EU-GBR;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_EU-GBR;to_node;h2_terminal_EU-GBR;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_EU-GBR;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-DOM;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-DOM;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-DOM;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-DOM;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-MEX;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-MEX;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-MEX;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-MEX;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-NIC;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-NIC;from_node;h2_terminal_NA-NIC;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-NIC;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-NIC;to_node;h2_terminal_NA-NIC;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-TTO;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-TTO;from_node;h2_terminal_NA-TTO;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-TTO;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-TTO;to_node;h2_terminal_NA-TTO;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-CA;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-CA;from_node;h2_terminal_NA-USA-CA;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-CA;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-CA;to_node;h2_terminal_NA-USA-CA;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-HA;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-HA;from_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-HA;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-HA;to_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-SA;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-SA;from_node;h2_terminal_NA-USA-SA;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-SA;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-SA;to_node;h2_terminal_NA-USA-SA;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-SV;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-SV;from_node;h2_terminal_NA-USA-SV;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-SV;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_NA-USA-SV;to_node;h2_terminal_NA-USA-SV;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_OC-AUS-SW;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_OC-AUS-SW;from_node;h2_terminal_OC-AUS-SW;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_OC-AUS-SW;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_OC-AUS-SW;to_node;h2_terminal_OC-AUS-SW;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_OC-AUS-WA;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_OC-AUS-WA;from_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_OC-AUS-WA;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_OC-AUS-WA;to_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-ARG;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-ARG;from_node;h2_terminal_SA-ARG;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-ARG;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-ARG;to_node;h2_terminal_SA-ARG;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-BRA-SE;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-BRA-SE;from_node;h2_terminal_SA-BRA-SE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-BRA-SE;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-BRA-SE;to_node;h2_terminal_SA-BRA-SE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-CHL;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-CHL;from_node;h2_terminal_SA-CHL;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-CHL;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-CHL;to_node;h2_terminal_SA-CHL;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-PER;from_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-PER;from_node;h2_terminal_SA-PER;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-PER;to_node;h2_terminal_EU-SWE;0;0
connection_flow;h2_terminal_EU-SWE_h2_terminal_SA-PER;to_node;h2_terminal_SA-PER;0;0
connection_flow;h2_terminal_NA-DOM_NA-DOM_h2;from_node;NA-DOM_h2;0;0
connection_flow;h2_terminal_NA-DOM_NA-DOM_h2;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_NA-DOM_h2;to_node;NA-DOM_h2;0;0
connection_flow;h2_terminal_NA-DOM_NA-DOM_h2;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-AGO;from_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-AGO;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-AGO;to_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-AGO;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-DZA;from_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-DZA;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-DZA;to_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-DZA;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-EGY;from_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-EGY;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-EGY;to_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-EGY;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-NGA;from_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-NGA;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-NGA;to_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-NGA;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-SEN;from_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-SEN;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-SEN;to_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-SEN;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-TZA;from_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-TZA;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-TZA;to_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-TZA;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-ZAF;from_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-ZAF;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-ZAF;to_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_AF-ZAF;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_NA-TTO;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_NA-TTO;from_node;h2_terminal_NA-TTO;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_NA-TTO;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_NA-TTO;to_node;h2_terminal_NA-TTO;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_NA-USA-HA;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_NA-USA-HA;from_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_NA-USA-HA;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_NA-USA-HA;to_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_OC-AUS-WA;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_OC-AUS-WA;from_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_OC-AUS-WA;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_OC-AUS-WA;to_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-ARG;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-ARG;from_node;h2_terminal_SA-ARG;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-ARG;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-ARG;to_node;h2_terminal_SA-ARG;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-BRA-SE;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-BRA-SE;from_node;h2_terminal_SA-BRA-SE;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-BRA-SE;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-BRA-SE;to_node;h2_terminal_SA-BRA-SE;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-CHL;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-CHL;from_node;h2_terminal_SA-CHL;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-CHL;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-CHL;to_node;h2_terminal_SA-CHL;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-PER;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-PER;from_node;h2_terminal_SA-PER;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-PER;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-DOM_h2_terminal_SA-PER;to_node;h2_terminal_SA-PER;0;0
connection_flow;h2_terminal_NA-MEX_NA-MEX_h2;from_node;NA-MEX_h2;0;0
connection_flow;h2_terminal_NA-MEX_NA-MEX_h2;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_NA-MEX_h2;to_node;NA-MEX_h2;0;0
connection_flow;h2_terminal_NA-MEX_NA-MEX_h2;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-AGO;from_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-AGO;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-AGO;to_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-AGO;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-DZA;from_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-DZA;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-DZA;to_node;h2_terminal_AF-DZA;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-DZA;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-EGY;from_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-EGY;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-EGY;to_node;h2_terminal_AF-EGY;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-EGY;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-NGA;from_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-NGA;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-NGA;to_node;h2_terminal_AF-NGA;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-NGA;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-SEN;from_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-SEN;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-SEN;to_node;h2_terminal_AF-SEN;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-SEN;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-TZA;from_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-TZA;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-TZA;to_node;h2_terminal_AF-TZA;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-TZA;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-ZAF;from_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-ZAF;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-ZAF;to_node;h2_terminal_AF-ZAF;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_AF-ZAF;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-DOM;from_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-DOM;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-DOM;to_node;h2_terminal_NA-DOM;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-DOM;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-NIC;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-NIC;from_node;h2_terminal_NA-NIC;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-NIC;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-NIC;to_node;h2_terminal_NA-NIC;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-TTO;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-TTO;from_node;h2_terminal_NA-TTO;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-TTO;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-TTO;to_node;h2_terminal_NA-TTO;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-USA-HA;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-USA-HA;from_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-USA-HA;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_NA-USA-HA;to_node;h2_terminal_NA-USA-HA;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_OC-AUS-WA;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_OC-AUS-WA;from_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_OC-AUS-WA;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_OC-AUS-WA;to_node;h2_terminal_OC-AUS-WA;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-ARG;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-ARG;from_node;h2_terminal_SA-ARG;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-ARG;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-ARG;to_node;h2_terminal_SA-ARG;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-BRA-SE;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-BRA-SE;from_node;h2_terminal_SA-BRA-SE;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-BRA-SE;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-BRA-SE;to_node;h2_terminal_SA-BRA-SE;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-CHL;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-CHL;from_node;h2_terminal_SA-CHL;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-CHL;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-CHL;to_node;h2_terminal_SA-CHL;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-PER;from_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-PER;from_node;h2_terminal_SA-PER;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-PER;to_node;h2_terminal_NA-MEX;0;0
connection_flow;h2_terminal_NA-MEX_h2_terminal_SA-PER;to_node;h2_terminal_SA-PER;0;0
connection_flow;h2_terminal_NA-NIC_NA-NIC_h2;from_node;NA-NIC_h2;0;0
connection_flow;h2_terminal_NA-NIC_NA-NIC_h2;from_node;h2_terminal_NA-NIC;0;0
connection_flow;h2_terminal_NA-NIC_NA-NIC_h2;to_node;NA-NIC_h2;0;0
connection_flow;h2_terminal_NA-NIC_NA-NIC_h2;to_node;h2_terminal_NA-NIC;0;0
connection_flow;h2_terminal_NA-NIC_h2_terminal_AF-AGO;from_node;h2_terminal_AF-AGO;0;0
connection_flow;h2_terminal_NA-NIC_h2_terminal_AF-AGO;from_node;h2_terminal_NA-NIC;0;0
